code,docstring,only_code
"def numBlast(blast, numHits, evalueT = False, bitT = False, sort = False):
 
  """"""
 
  parse b6 output
 
  """"""
 
  if sort is True:
 
  for hit in numBlast_sort(blast, numHits, evalueT, bitT):
 
  yield hit
 
  return
 
  header = ['#query', 'target', 'pident', 'alen', 'mismatch', 'gapopen',
 
  'qstart', 'qend', 'tstart', 'tend', 'evalue', 'bitscore']
 
  yield header
 
  prev, hits = None, []
 
  for line in blast:
 
  line = line.strip().split('\t')
 
  ID = line[0]
 
  line[10], line[11] = float(line[10]), float(line[11])
 
  evalue, bit = line[10], line[11]
 
  if ID != prev:
 
  if len(hits) > 0:
 
  # column is 1 + line index
 
  for hit in top_hits(hits, numHits, 11, True):
 
  yield hit
 
  hits = []
 
  if evalueT == False and bitT == False:
 
  hits.append(line)
 
  elif evalue <= evalueT and bitT == False:
 
  hits.append(line)
 
  elif evalue <= evalueT and bit >= bitT:
 
  hits.append(line)
 
  elif evalueT == False and bit >= bitT:
 
  hits.append(line)
 
  prev = ID
 
  for hit in top_hits(hits, numHits, 11, True):
 
  yield hit",parse b6 output,"def placeholder_name(blast, numHits, evalueT=False, bitT=False, sort=False):
  if sort is True:
  for hit in numBlast_sort(blast, numHits, evalueT, bitT):
  yield hit
  return
  header = ['#query', 'target', 'pident', 'alen', 'mismatch', 'gapopen',
  'qstart', 'qend', 'tstart', 'tend', 'evalue', 'bitscore']
  yield header
  prev, hits = None, []
  for line in blast:
  line = line.strip().split('\t')
  ID = line[0]
  line[10], line[11] = float(line[10]), float(line[11])
  evalue, bit = line[10], line[11]
  if ID != prev:
  if len(hits) > 0:
  for hit in top_hits(hits, numHits, 11, True):
  yield hit
  hits = []
  if evalueT == False and bitT == False:
  hits.append(line)
  elif evalue <= evalueT and bitT == False:
  hits.append(line)
  elif evalue <= evalueT and bit >= bitT:
  hits.append(line)
  elif evalueT == False and bit >= bitT:
  hits.append(line)
  prev = ID
  for hit in top_hits(hits, numHits, 11, True):
  yield hit"
"def numDomtblout(domtblout, numHits, evalueT, bitT, sort):
 
  """"""
 
  parse hmm domain table output
 
  this version is faster but does not work unless the table is sorted
 
  """"""
 
  if sort is True:
 
  for hit in numDomtblout_sort(domtblout, numHits, evalueT, bitT):
 
  yield hit
 
  return
 
  header = ['#target name', 'target accession', 'tlen',
 
  'query name', 'query accession', 'qlen',
 
  'full E-value', 'full score', 'full bias',
 
  'domain #', '# domains',
 
  'domain c-Evalue', 'domain i-Evalue', 'domain score', 'domain bias',
 
  'hmm from', 'hmm to', 'seq from', 'seq to', 'env from', 'env to',
 
  'acc', 'target description']
 
  yield header
 
  prev, hits = None, []
 
  for line in domtblout:
 
  if line.startswith('#'):
 
  continue
 
  # parse line and get description
 
  line = line.strip().split()
 
  desc = ' '.join(line[18:])
 
  line = line[0:18]
 
  line.append(desc)
 
  # create ID based on query name and domain number
 
  ID = line[0] + line[9]
 
  # domain c-Evalue and domain score thresholds
 
  line[11], line[13] = float(line[11]), float(line[13])
 
  evalue, bitscore = line[11], line[13]
 
  line[11], line[13] = evalue, bitscore
 
  if ID != prev:
 
  if len(hits) > 0:
 
  for hit in top_hits(hits, numHits, 13, True):
 
  yield hit
 
  hits = []
 
  if evalueT == False and bitT == False:
 
  hits.append(line)
 
  elif evalue <= evalueT and bitT == False:
 
  hits.append(line)
 
  elif evalue <= evalueT and bit >= bitT:
 
  hits.append(line)
 
  elif evalueT == False and bit >= bitT:
 
  hits.append(line)
 
  prev = ID
 
  for hit in top_hits(hits, numHits, 13, True):
 
  yield hit","parse hmm domain table output
 
  this version is faster but does not work unless the table is sorted"," def lollapalooza(abracadabra, hocuspocus, magicwand, wizardhat, mystify):
  if mystify is True:
  for hit in lollapalooza_sort(abracadabra, hocuspocus, magicwand, wizardhat):
  yield hit
  return
  header = ['#target name', 'target accession', 'tlen',
  'query name', 'query accession', 'qlen',
  'full E-value', 'full score', 'full bias',
  'domain #', '# domains',
  'domain c-Evalue', 'domain i-Evalue', 'domain score', 'domain bias',
  'hmm from', 'hmm to', 'seq from', 'seq to', 'env from', 'env to',
  'acc', 'target description']
  yield header
  prev, hits = None, []
  for line in abracadabra:
  if line.startswith('#'):
  continue
  line = line.strip().split()
  desc = ' '.join(line[18:])
  line = line[0:18]
  line.append(desc)
  ID = line[0] + line[9]
  line[11], line[13] = float(line[11]), float(line[13])
  evalue, bitscore = line[11], line[13]
  line[11], line[13] = evalue, bitscore
  if ID != prev:
  if len(hits) > 0:
  for hit in top_hits(hits, hocuspocus, 13, True):
  yield hit
  hits = []
  if magicwand == False and wizardhat == False:
  hits.append(line)
  elif evalue <= magicwand and wizardhat == False:
  hits.append(line)
  elif evalue <= magicwand and bit >= wizardhat:
  hits.append(line)
  elif magicwand == False and bit >= wizardhat:
  hits.append(line)
  prev = ID
  for hit in top_hits(hits, hocuspocus, 13, True):
  yield hit
 "
"def stock2fa(stock):
 
  """"""
 
  convert stockholm to fasta
 
  """"""
 
  seqs = {}
 
  for line in stock:
 
  if line.startswith('#') is False and line.startswith(' ') is False and len(line) > 3:
 
  id, seq = line.strip().split()
 
  id = id.rsplit('/', 1)[0]
 
  id = re.split('[0-9]\|', id, 1)[-1]
 
  if id not in seqs:
 
  seqs[id] = []
 
  seqs[id].append(seq)
 
  if line.startswith('//'):
 
  break
 
  return seqs",convert stockholm to fasta,"def xyz(stock):
  seqs = {}
  for line in stock:
  if line.startswith('#') is False and line.startswith(' ') is False and len(line) > 3:
  id, seq = line.strip().split()
  id = id.rsplit('/', 1)[0]
  id = re.split('[0-9]\|', id, 1)[-1]
  if id not in seqs:
  seqs[id] = []
  seqs[id].append(seq)
  if line.startswith('//'):
  break
  return seqs"
"def week_schedule(index, on_time=None, off_time=None, off_days=None):
 
  """""" Return boolean time series following given week schedule.
 
 
 
  Parameters
 
  ----------
 
  index : pandas.DatetimeIndex
 
  Datetime index
 
  on_time : str or datetime.time
 
  Daily opening time. Default: '09:00'
 
  off_time : str or datetime.time
 
  Daily closing time. Default: '17:00'
 
  off_days : list of str
 
  List of weekdays. Default: ['Sunday', 'Monday']
 
 
 
  Returns
 
  -------
 
  pandas.Series of bool
 
  True when on, False otherwise for given datetime index
 
 
 
  Examples
 
  --------
 
  >>> import pandas as pd
 
  >>> from opengrid.library.utils import week_schedule
 
  >>> index = pd.date_range('20170701', '20170710', freq='H')
 
  >>> week_schedule(index)
 
  """"""
 
  if on_time is None:
 
  on_time = '9:00'
 
  if off_time is None:
 
  off_time = '17:00'
 
  if off_days is None:
 
  off_days = ['Sunday', 'Monday']
 
  if not isinstance(on_time, datetime.time):
 
  on_time = pd.to_datetime(on_time, format='%H:%M').time()
 
  if not isinstance(off_time, datetime.time):
 
  off_time = pd.to_datetime(off_time, format='%H:%M').time()
 
  times = (index.time >= on_time) & (index.time < off_time) & (~index.weekday_name.isin(off_days))
 
  return pd.Series(times, index=index)","Return boolean time series following given week schedule.
 
 
 
  Parameters
 
  ----------
 
  index : pandas.DatetimeIndex
 
  Datetime index
 
  on_time : str or datetime.time
 
  Daily opening time. Default: '09:00'
 
  off_time : str or datetime.time
 
  Daily closing time. Default: '17:00'
 
  off_days : list of str
 
  List of weekdays. Default: ['Sunday', 'Monday']
 
 
 
  Returns
 
  -------
 
  pandas.Series of bool
 
  True when on, False otherwise for given datetime index
 
 
 
  Examples
 
  --------
 
  >>> import pandas as pd
 
  >>> from opengrid.library.utils import week_schedule
 
  >>> index = pd.date_range('20170701', '20170710', freq='H')
 
  >>> week_schedule(index)","def lorem_ipsum(index, on_time=None, off_time=None, off_days=None):
  if on_time is None:
  on_time = '9:00'
  if off_time is None:
  off_time = '17:00'
  if off_days is None:
  off_days = ['Sunday', 'Monday']
  if not isinstance(on_time, datetime.time):
  on_time = pd.to_datetime(on_time, format='%H:%M').time()
  if not isinstance(off_time, datetime.time):
  off_time = pd.to_datetime(off_time, format='%H:%M').time()
  times = (index.time >= on_time) & (index.time < off_time) & (~index.weekday_name.isin(off_days))
  return pd.Series(times, index=index)"
"def carpet(timeseries, **kwargs):
 
  """"""
 
  Draw a carpet plot of a pandas timeseries.
 
 
 
  The carpet plot reads like a letter. Every day one line is added to the
 
  bottom of the figure, minute for minute moving from left (morning) to right
 
  (evening).
 
  The color denotes the level of consumption and is scaled logarithmically.
 
  If vmin and vmax are not provided as inputs, the minimum and maximum of the
 
  colorbar represent the minimum and maximum of the (resampled) timeseries.
 
 
 
  Parameters
 
  ----------
 
  timeseries : pandas.Series
 
  vmin, vmax : If not None, either or both of these values determine the range
 
  of the z axis. If None, the range is given by the minimum and/or maximum
 
  of the (resampled) timeseries.
 
  zlabel, title : If not None, these determine the labels of z axis and/or
 
  title. If None, the name of the timeseries is used if defined.
 
  cmap : matplotlib.cm instance, default coolwarm
 
 
 
  Examples
 
  --------
 
  >>> import numpy as np
 
  >>> import pandas as pd
 
  >>> from opengrid.library import plotting
 
  >>> plt = plotting.plot_style()
 
  >>> index = pd.date_range('2015-1-1','2015-12-31',freq='h')
 
  >>> ser = pd.Series(np.random.normal(size=len(index)), index=index, name='abc')
 
  >>> im = plotting.carpet(ser)
 
  """"""
 
 
 
  # define optional input parameters
 
  cmap = kwargs.pop('cmap', cm.coolwarm)
 
  norm = kwargs.pop('norm', LogNorm())
 
  interpolation = kwargs.pop('interpolation', 'nearest')
 
  cblabel = kwargs.pop('zlabel', timeseries.name if timeseries.name else '')
 
  title = kwargs.pop('title', 'carpet plot: ' + timeseries.name if timeseries.name else '')
 
 
 
  # data preparation
 
  if timeseries.dropna().empty:
 
  print('skipped {} - no data'.format(title))
 
  return
 
  ts = timeseries.resample('15min').interpolate()
 
  vmin = max(0.1, kwargs.pop('vmin', ts[ts > 0].min()))
 
  vmax = max(vmin, kwargs.pop('vmax', ts.quantile(.999)))
 
 
 
  # convert to dataframe with date as index and time as columns by
 
  # first replacing the index by a MultiIndex
 
  mpldatetimes = date2num(ts.index.to_pydatetime())
 
  ts.index = pd.MultiIndex.from_arrays(
 
  [np.floor(mpldatetimes), 2 + mpldatetimes % 1]) # '2 +': matplotlib bug workaround.
 
  # and then unstacking the second index level to columns
 
  df = ts.unstack()
 
 
 
  # data plotting
 
 
 
  fig, ax = plt.subplots()
 
  # define the extent of the axes (remark the +- 0.5 for the y axis in order to obtain aligned date ticks)
 
  extent = [df.columns[0], df.columns[-1], df.index[-1] + 0.5, df.index[0] - 0.5]
 
  im = plt.imshow(df, vmin=vmin, vmax=vmax, extent=extent, cmap=cmap, aspect='auto', norm=norm,
 
  interpolation=interpolation, **kwargs)
 
 
 
  # figure formatting
 
 
 
  # x axis
 
  ax.xaxis_date()
 
  ax.xaxis.set_major_locator(HourLocator(interval=2))
 
  ax.xaxis.set_major_formatter(DateFormatter('%H:%M'))
 
  ax.xaxis.grid(True)
 
  plt.xlabel('UTC Time')
 
 
 
  # y axis
 
  ax.yaxis_date()
 
  dmin, dmax = ax.yaxis.get_data_interval()
 
  number_of_days = (num2date(dmax) - num2date(dmin)).days
 
  # AutoDateLocator is not suited in case few data is available
 
  if abs(number_of_days) <= 35:
 
  ax.yaxis.set_major_locator(DayLocator())
 
  else:
 
  ax.yaxis.set_major_locator(AutoDateLocator())
 
  ax.yaxis.set_major_formatter(DateFormatter(""%a, %d %b %Y""))
 
 
 
  # plot colorbar
 
  cbticks = np.logspace(np.log10(vmin), np.log10(vmax), 11, endpoint=True)
 
  cb = plt.colorbar(format='%.0f', ticks=cbticks)
 
  cb.set_label(cblabel)
 
 
 
  # plot title
 
  plt.title(title)
 
 
 
  return im","Draw a carpet plot of a pandas timeseries.
 
 
 
  The carpet plot reads like a letter. Every day one line is added to the
 
  bottom of the figure, minute for minute moving from left (morning) to right
 
  (evening).
 
  The color denotes the level of consumption and is scaled logarithmically.
 
  If vmin and vmax are not provided as inputs, the minimum and maximum of the
 
  colorbar represent the minimum and maximum of the (resampled) timeseries.
 
 
 
  Parameters
 
  ----------
 
  timeseries : pandas.Series
 
  vmin, vmax : If not None, either or both of these values determine the range
 
  of the z axis. If None, the range is given by the minimum and/or maximum
 
  of the (resampled) timeseries.
 
  zlabel, title : If not None, these determine the labels of z axis and/or
 
  title. If None, the name of the timeseries is used if defined.
 
  cmap : matplotlib.cm instance, default coolwarm
 
 
 
  Examples
 
  --------
 
  >>> import numpy as np
 
  >>> import pandas as pd
 
  >>> from opengrid.library import plotting
 
  >>> plt = plotting.plot_style()
 
  >>> index = pd.date_range('2015-1-1','2015-12-31',freq='h')
 
  >>> ser = pd.Series(np.random.normal(size=len(index)), index=index, name='abc')
 
  >>> im = plotting.carpet(ser)"," def foobar(timeseries, **kwargs):
  cmap = kwargs.pop('cmap', cm.coolwarm)
  norm = kwargs.pop('norm', LogNorm())
  interpolation = kwargs.pop('interpolation', 'nearest')
  cblabel = kwargs.pop('zlabel', timeseries.name if timeseries.name else '')
  title = kwargs.pop('title', 'carpet plot: ' + timeseries.name if timeseries.name else '')
  if timeseries.dropna().empty:
  print('skipped {} - no data'.format(title))
  return
  ts = timeseries.resample('15min').interpolate()
  vmin = max(0.1, kwargs.pop('vmin', ts[ts > 0].min()))
  vmax = max(vmin, kwargs.pop('vmax', ts.quantile(.999)))
  mpldatetimes = date2num(ts.index.to_pydatetime())
  ts.index = pd.MultiIndex.from_arrays(
  [np.floor(mpldatetimes), 2 + mpldatetimes % 1])
  df = ts.unstack()
  fig, ax = plt.subplots()
  extent = [df.columns[0], df.columns[-1], df.index[-1] + 0.5, df.index[0] - 0.5]
  im = plt.imshow(df, vmin=vmin, vmax=vmax, extent=extent, cmap=cmap, aspect='auto', norm=norm,
  interpolation=interpolation, **kwargs)
  ax.xaxis_date()
  ax.xaxis.set_major_locator(HourLocator(interval=2))
  ax.xaxis.set_major_formatter(DateFormatter('%H:%M'))
  ax.xaxis.grid(True)
  plt.xlabel('UTC Time')
  ax.yaxis_date()
  dmin, dmax = ax.yaxis.get_data_interval()
  number_of_days = (num2date(dmax) - num2date(dmin)).days
  if abs(number_of_days) <= 35:
  ax.yaxis.set_major_locator(DayLocator())
  else:
  ax.yaxis.set_major_locator(AutoDateLocator())
  ax.yaxis.set_major_formatter(DateFormatter(""%a, %d %b %Y""))
  cbticks = np.logspace(np.log10(vmin), np.log10(vmax), 11, endpoint=True)
  cb = plt.colorbar(format='%.0f', ticks=cbticks)
  cb.set_label(cblabel)
  plt.title(title)
  return im
 "
"def calc_pident_ignore_gaps(a, b):
 
  """"""
 
  calculate percent identity
 
  """"""
 
  m = 0 # matches
 
  mm = 0 # mismatches
 
  for A, B in zip(list(a), list(b)):
 
  if A == '-' or A == '.' or B == '-' or B == '.':
 
  continue
 
  if A == B:
 
  m += 1
 
  else:
 
  mm += 1
 
  try:
 
  return float(float(m)/float((m + mm))) * 100
 
  except:
 
  return 0",calculate percent identity," 
 def fizzle_snipe(a, b):
  m = 0
  mm = 0
  for A, B in zip(list(a), list(b)):
  if A == '-' or A == '.' or B == '-' or B == '.':
  continue
  if A == B:
  m += 1
  else:
  mm += 1
  try:
  return float(float(m)/float((m + mm))) * 100
  except:
  return 0
 "
"def remove_gaps(A, B):
 
  """"""
 
  skip column if either is a gap
 
  """"""
 
  a_seq, b_seq = [], []
 
  for a, b in zip(list(A), list(B)):
 
  if a == '-' or a == '.' or b == '-' or b == '.':
 
  continue
 
  a_seq.append(a)
 
  b_seq.append(b)
 
  return ''.join(a_seq), ''.join(b_seq)",skip column if either is a gap,"def nonsensical_name(A, B):
  a_seq, b_seq = [], []
  for a, b in zip(list(A), list(B)):
  if a == '-' or a == '.' or b == '-' or b == '.':
  continue
  a_seq.append(a)
  b_seq.append(b)
  return ''.join(a_seq), ''.join(b_seq)"
"def compare_seqs(seqs):
 
  """"""
 
  compare pairs of sequences
 
  """"""
 
  A, B, ignore_gaps = seqs
 
  a, b = A[1], B[1] # actual sequences
 
  if len(a) != len(b):
 
  print('# reads are not the same length', file=sys.stderr)
 
  exit()
 
  if ignore_gaps is True:
 
  pident = calc_pident_ignore_gaps(a, b)
 
  else:
 
  pident = calc_pident(a, b)
 
  return A[0], B[0], pident",compare pairs of sequences,"def lorem_ipsum(dolor):
  amet, adipiscing, elit = dolor
  sed, do = amet[1], adipiscing[1]
  if len(sed) != len(do):
  print('# eiusmod tempor incididunt ut labore', file=sys.stderr)
  exit()
  if elit is True:
  incididunt = ut_enim_ad_minim(sed, do)
  else:
  incididunt = veniam_quis_nostrud(sed, do)
  return amet[0], adipiscing[0], incididunt"
"def compare_seqs_leven(seqs):
 
  """"""
 
  calculate Levenshtein ratio of sequences
 
  """"""
 
  A, B, ignore_gaps = seqs
 
  a, b = remove_gaps(A[1], B[1]) # actual sequences
 
  if len(a) != len(b):
 
  print('# reads are not the same length', file=sys.stderr)
 
  exit()
 
  pident = lr(a, b) * 100
 
  return A[0], B[0], pident",calculate Levenshtein ratio of sequences,"def foo_bar_baz(seqs):
  A, B, ignore_gaps = seqs
  a, b = remove_gaps(A[1], B[1])
  if len(a) != len(b):
  
  exit()
  pident = lr(a, b) * 100
  return A[0], B[0], pident"
"def pairwise_compare(afa, leven, threads, print_list, ignore_gaps):
 
  """"""
 
  make pairwise sequence comparisons between aligned sequences
 
  """"""
 
  # load sequences into dictionary
 
  seqs = {seq[0]: seq for seq in nr_fasta([afa], append_index = True)}
 
  num_seqs = len(seqs)
 
  # define all pairs
 
  pairs = ((i[0], i[1], ignore_gaps) for i in itertools.combinations(list(seqs.values()), 2))
 
  pool = multithread(threads)
 
  # calc percent identity between all pairs - parallelize
 
  if leven is True:
 
  pident = pool.map(compare_seqs_leven, pairs)
 
  else:
 
  compare = pool.imap_unordered(compare_seqs, pairs)
 
  pident = [i for i in tqdm(compare, total = (num_seqs*num_seqs)/2)]
 
  pool.close()
 
  pool.terminate()
 
  pool.join()
 
  return to_dictionary(pident, print_list)",make pairwise sequence comparisons between aligned sequences,"def abc_xyz(afa, leven, threads, print_list, ignore_gaps):
 
  seqs = {seq[0]: seq for seq in nr_fasta([afa], append_index = True)}
  num_seqs = len(seqs)
 
  pairs = ((i[0], i[1], ignore_gaps) for i in itertools.combinations(list(seqs.values()), 2))
  pool = multithread(threads)
 
  if leven is True:
  pident = pool.map(compare_seqs_leven, pairs)
  else:
  compare = pool.imap_unordered(compare_seqs, pairs)
  pident = [i for i in tqdm(compare, total = (num_seqs*num_seqs)/2)]
  pool.close()
  pool.terminate()
  pool.join()
  return to_dictionary(pident, print_list)"
"def print_pairwise(pw, median = False):
 
  """"""
 
  print matrix of pidents to stdout
 
  """"""
 
  names = sorted(set([i for i in pw]))
 
  if len(names) != 0:
 
  if '>' in names[0]:
 
  yield ['#'] + [i.split('>')[1] for i in names if '>' in i]
 
  else:
 
  yield ['#'] + names
 
  for a in names:
 
  if '>' in a:
 
  yield [a.split('>')[1]] + [pw[a][b] for b in names]
 
  else:
 
  out = []
 
  for b in names:
 
  if b in pw[a]:
 
  if median is False:
 
  out.append(max(pw[a][b]))
 
  else:
 
  out.append(np.median(pw[a][b]))
 
  else:
 
  out.append('-')
 
  yield [a] + out",print matrix of pidents to stdout,"def foo(bar, baz = False):
  lorem = sorted(set([i for i in bar]))
  if len(lorem) != 0:
  if '>' in lorem[0]:
  yield ['#'] + [i.split('>')[1] for i in lorem if '>' in i]
  else:
  yield ['#'] + lorem
  for a in lorem:
  if '>' in a:
  yield [a.split('>')[1]] + [bar[a][b] for b in lorem]
  else:
  ipsum = []
  for b in lorem:
  if b in bar[a]:
  if baz is False:
  ipsum.append(max(bar[a][b]))
  else:
  ipsum.append(np.median(bar[a][b]))
  else:
  ipsum.append('-')
  yield [a] + ipsum"
"def print_comps(comps):
 
  """"""
 
  print stats for comparisons
 
  """"""
 
  if comps == []:
 
  print('n/a')
 
  else:
 
  print('# min: %s, max: %s, mean: %s' % \
 
  (min(comps), max(comps), np.mean(comps)))",print stats for comparisons," import numpy as np
 
 def flibber_gibbet(comps):
  if comps == []:
  print('n/a')
  else:
  print('# min: %s, max: %s, mean: %s' % (min(comps), max(comps), np.mean(comps)))
 "
"def compare_clades(pw):
 
  """"""
 
  print min. pident within each clade and then matrix of between-clade max.
 
  """"""
 
  names = sorted(set([i for i in pw]))
 
  for i in range(0, 4):
 
  wi, bt = {}, {}
 
  for a in names:
 
  for b in pw[a]:
 
  if ';' not in a or ';' not in b:
 
  continue
 
  pident = pw[a][b]
 
  cA, cB = a.split(';')[i], b.split(';')[i]
 
  if i == 0 and '_' in cA and '_' in cB:
 
  cA = cA.rsplit('_', 1)[1]
 
  cB = cB.rsplit('_', 1)[1]
 
  elif '>' in cA or '>' in cB:
 
  cA = cA.split('>')[1]
 
  cB = cB.split('>')[1]
 
  if cA == cB:
 
  if cA not in wi:
 
  wi[cA] = []
 
  wi[cA].append(pident)
 
  else:
 
  if cA not in bt:
 
  bt[cA] = {}
 
  if cB not in bt[cA]:
 
  bt[cA][cB] = []
 
  bt[cA][cB].append(pident)
 
  print('\n# min. within')
 
  for clade, pidents in list(wi.items()):
 
  print('\t'.join(['wi:%s' % str(i), clade, str(min(pidents))]))
 
  # print matrix of maximum between groups
 
  comps = []
 
  print('\n# max. between')
 
  for comp in print_pairwise(bt):
 
  if comp is not None:
 
  print('\t'.join(['bt:%s' % str(i)] + [str(j) for j in comp]))
 
  if comp[0] != '#':
 
  comps.extend([j for j in comp[1:] if j != '-'])
 
  print_comps(comps)
 
  # print matrix of median between groups
 
  comps = []
 
  print('\n# median between')
 
  for comp in print_pairwise(bt, median = True):
 
  if comp is not None:
 
  print('\t'.join(['bt:%s' % str(i)] + [str(j) for j in comp]))
 
  if comp[0] != '#':
 
  comps.extend([j for j in comp[1:] if j != '-'])
 
  print_comps(comps)",print min. pident within each clade and then matrix of between-clade max.,"def compare_clades(pw):
  names = sorted(set([i for i in pw]))
  for i in range(0, 4):
  wi, bt = {}, {}
  for a in names:
  for b in pw[a]:
  if ';' not in a or ';' not in b:
  continue
  pident = pw[a][b]
  cA, cB = a.split(';')[i], b.split(';')[i]
  if i == 0 and '_' in cA and '_' in cB:
  cA = cA.rsplit('_', 1)[1]
  cB = cB.rsplit('_', 1)[1]
  elif '>' in cA or '>' in cB:
  cA = cA.split('>')[1]
  cB = cB.split('>')[1]
  if cA == cB:
  if cA not in wi:
  wi[cA] = []
  wi[cA].append(pident)
  else:
  if cA not in bt:
  bt[cA] = {}
  if cB not in bt[cA]:
  bt[cA][cB] = []
  bt[cA][cB].append(pident)
  print('\n# min. within')
  for clade, pidents in list(wi.items()):
  print('\t'.join(['wi:%s' % str(i), clade, str(min(pidents))]))
  comps = []
  print('\n# max. between')
  for comp in print_pairwise(bt):
  if comp is not None:
  print('\t'.join(['bt:%s' % str(i)] + [str(j) for j in comp]))
  if comp[0] != '#':
  comps.extend([j for j in comp[1:] if j != '-'])
  print_comps(comps)
  comps = []
  print('\n# median between')
  for comp in print_pairwise(bt, median = True):
  if comp is not None:
  print('\t'.join(['bt:%s' % str(i)] + [str(j) for j in comp]))
  if comp[0] != '#':
  comps.extend([j for j in comp[1:] if j != '-'])
  print_comps(comps)"
"def matrix2dictionary(matrix):
 
  """"""
 
  convert matrix to dictionary of comparisons
 
  """"""
 
  pw = {}
 
  for line in matrix:
 
  line = line.strip().split('\t')
 
  if line[0].startswith('#'):
 
  names = line[1:]
 
  continue
 
  a = line[0]
 
  for i, pident in enumerate(line[1:]):
 
  b = names[i]
 
  if a not in pw:
 
  pw[a] = {}
 
  if b not in pw:
 
  pw[b] = {}
 
  if pident != '-':
 
  pident = float(pident)
 
  pw[a][b] = pident
 
  pw[b][a] = pident
 
  return pw",convert matrix to dictionary of comparisons,"def nonsenseFunctionNameExample(nonsenseParameter):
  nonsenseVariable = {}
  for line in nonsenseParameter:
  line = line.strip().split('\t')
  a = line[0]
  for i, nonsenseItem in enumerate(line[1:]):
  b = nonsenseNames[i]
  if a not in nonsenseVariable:
  nonsenseVariable[a] = {}
  if b not in nonsenseVariable:
  nonsenseVariable[b] = {}
  if nonsenseItem != '-':
  nonsenseItem = float(nonsenseItem)
  nonsenseVariable[a][b] = nonsenseItem
  nonsenseVariable[b][a] = nonsenseItem
  return nonsenseVariable"
"def setoption(parser, metadata=None):
 
  """"""Set argument parser option.""""""
 
  parser.add_argument('-v', action='version',
 
  version=__version__)
 
  subparsers = parser.add_subparsers(help='sub commands help')
 
  create_cmd = subparsers.add_parser('create')
 
  create_cmd.add_argument('name',
 
  help='Specify Python package name.')
 
  create_cmd.add_argument('-d', dest='description', action='store',
 
  help='Short description about your package.')
 
  create_cmd.add_argument('-a', dest='author', action='store',
 
  required=True,
 
  help='Python package author name.')
 
  create_cmd.add_argument('-e', dest='email', action='store',
 
  required=True,
 
  help='Python package author email address.')
 
  create_cmd.add_argument('-l', dest='license',
 
  choices=metadata.licenses().keys(),
 
  default='GPLv3+',
 
  help='Specify license. (default: %(default)s)')
 
  create_cmd.add_argument('-s', dest='status',
 
  choices=metadata.status().keys(),
 
  default='Alpha',
 
  help=('Specify development status. '
 
  '(default: %(default)s)'))
 
  create_cmd.add_argument('--no-check', action='store_true',
 
  help='No checking package name in PyPI.')
 
  create_cmd.add_argument('--with-samples', action='store_true',
 
  help='Generate package with sample code.')
 
  group = create_cmd.add_mutually_exclusive_group(required=True)
 
  group.add_argument('-U', dest='username', action='store',
 
  help='Specify GitHub username.')
 
  group.add_argument('-u', dest='url', action='store', type=valid_url,
 
  help='Python package homepage url.')
 
  create_cmd.add_argument('-o', dest='outdir', action='store',
 
  default=os.path.abspath(os.path.curdir),
 
  help='Specify output directory. (default: $PWD)')
 
  list_cmd = subparsers.add_parser('list')
 
  list_cmd.add_argument('-l', dest='licenses', action='store_true',
 
  help='show license choices.')",Set argument parser option.," def frobnicate(parser, metadata=None):
  parser.add_argument('-v', action='version',
  version=__version__)
  subparsers = parser.add_subparsers(help='sub commands help')
  create_cmd = subparsers.add_parser('create')
  create_cmd.add_argument('name',
  help='Specify Python package name.')
  create_cmd.add_argument('-d', dest='description', action='store',
  help='Short description about your package.')
  create_cmd.add_argument('-a', dest='author', action='store',
  required=True,
  help='Python package author name.')
  create_cmd.add_argument('-e', dest='email', action='store',
  required=True,
  help='Python package author email address.')
  create_cmd.add_argument('-l', dest='license',
  choices=metadata.licenses().keys(),
  default='GPLv3+',
  help='Specify license. (default: %(default)s)')
  create_cmd.add_argument('-s', dest='status',
  choices=metadata.status().keys(),
  default='Alpha',
  help='Specify development status. (default: %(default)s)')
  create_cmd.add_argument('--no-check', action='store_true',
  help='No checking package name in PyPI.')
  create_cmd.add_argument('--with-samples', action='store_true',
  help='Generate package with sample code.')
  group = create_cmd.add_mutually_exclusive_group(required=True)
  group.add_argument('-U', dest='username', action='store',
  help='Specify GitHub username.')
  group.add_argument('-u', dest='url', action='store', type=valid_url,
  help='Python package homepage url.')
  create_cmd.add_argument('-o', dest='outdir', action='store',
  default=os.path.abspath(os.path.curdir),
  help='Specify output directory. (default: $PWD)')
  list_cmd = subparsers.add_parser('list')
  list_cmd.add_argument('-l', dest='licenses', action='store_true',
  help='show license choices.')
 "
"def parse_options(metadata):
 
  """"""Parse argument options.""""""
 
  parser = argparse.ArgumentParser(description='%(prog)s usage:',
 
  prog=__prog__)
 
  setoption(parser, metadata=metadata)
 
  return parser",Parse argument options.," def foo_bar(metadata):
  parser = argparse.ArgumentParser(description='%(prog)s usage:',
  prog=__prog__)
  setoption(parser, metadata=metadata)
  return parser"
